,X,Y,Name,description,altitudeMode,City,VistaIPCC,Vista_ID,VistaDate,Longitude,Source,State,FID,Latitude,VistaName,VistaSType,Field_1
19,-120.882207076296,37.847648419439,Clover Knolls Dairy Inc,,clampToGround,OAKDALE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001854,11/10/2019,-120.882207,RAFIQ,CA,19,37.847648,Clover Knolls Dairy Inc,Dairy,Clover Knolls Dairy Inc
20,-122.134912982748,38.9761635612994,Dairy Name Unknown,,clampToGround,ARBUCKLE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001857,11/10/2019,-122.134913,RAFIQ,CA,20,38.976164,Dairy Name Unknown,Dairy,Dairy Name Unknown
21,-122.281528299391,39.6917472200582,Dairy Name Unknown,,clampToGround,Orland,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001859,11/10/2019,-122.281528,RAFIQ,CA,21,39.691747,Dairy Name Unknown,Dairy,Dairy Name Unknown
22,-121.280897497122,38.9185198267287,Dairy Name Unknown,,clampToGround,LINCOLN,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001867,11/10/2019,-121.280897,RAFIQ,CA,22,38.91852,Dairy Name Unknown,Dairy,Dairy Name Unknown
23,-121.11424320426,37.5199542041233,Dairy Name Unknown,,clampToGround,PATTERSON,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001868,11/10/2019,-121.114243,RAFIQ,CA,23,37.519954,Dairy Name Unknown,Dairy,Dairy Name Unknown
24,-122.169853005812,38.1011068248201,Dairy Name Unknown,,clampToGround,VALLEJO,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001869,11/10/2019,-122.169853,RAFIQ,CA,24,38.101107,Dairy Name Unknown,Dairy,Dairy Name Unknown
25,-122.538373374432,38.2444301677181,Dairy Name Unknown,,clampToGround,PETALUMA,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001870,11/10/2019,-122.538373,RAFIQ,CA,25,38.24443,Dairy Name Unknown,Dairy,Dairy Name Unknown
26,-122.800535218026,38.0637692370607,Dairy Name Unknown,,clampToGround,NICASIO,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001871,11/10/2019,-122.800535,RAFIQ,CA,26,38.063769,Dairy Name Unknown,Dairy,Dairy Name Unknown
27,-117.128589641798,34.9052152257021,Dairy Name Unknown,,clampToGround,HINKLEY,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001874,11/10/2019,-117.12859,RAFIQ,CA,27,34.905215,Dairy Name Unknown,Dairy,Dairy Name Unknown
28,-117.138754347935,34.9128954080966,Dairy Name Unknown,,clampToGround,HINKLEY,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001875,11/10/2019,-117.138754,RAFIQ,CA,28,34.912895,Dairy Name Unknown,Dairy,Dairy Name Unknown
29,-117.151102260861,34.9015233693081,Dairy Name Unknown,,clampToGround,HINKLEY,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001876,11/10/2019,-117.151102,RAFIQ,CA,29,34.901523,Dairy Name Unknown,Dairy,Dairy Name Unknown
30,-117.581574920646,34.5764657189179,Dairy Name Unknown,,clampToGround,ADELANTO,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001877,11/10/2019,-117.581575,RAFIQ,CA,30,34.576466,Dairy Name Unknown,Dairy,Dairy Name Unknown
31,-120.986243398914,37.3537797922037,Dairy Name Unknown,,clampToGround,NEWMAN,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001881,11/10/2019,-120.986243,RAFIQ,CA,31,37.35378,Dairy Name Unknown,Dairy,Dairy Name Unknown
32,-120.744757083373,37.5580560447507,Dairy Name Unknown,,clampToGround,Denair,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001883,11/10/2019,-120.744757,RAFIQ,CA,32,37.558056,Dairy Name Unknown,Dairy,Dairy Name Unknown
33,-120.646670519829,37.4299947455611,Dairy Name Unknown,,clampToGround,WINTON,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001884,11/10/2019,-120.646671,RAFIQ,CA,33,37.429995,Dairy Name Unknown,Dairy,Dairy Name Unknown
34,-116.696302097064,34.8682159017425,Meadowbrook Dairy,,clampToGround,NEWBERRY SPRINGS,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001887,11/10/2019,-116.696302,RAFIQ,CA,34,34.868216,Meadowbrook Dairy,Dairy,Meadowbrook Dairy
35,-117.953770491115,34.7446272656359,High Desert Dairy,,clampToGround,LANCASTER,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001888,11/10/2019,-117.95377,RAFIQ,CA,35,34.744627,High Desert Dairy,Dairy,High Desert Dairy
36,-120.530184662692,40.3545279726878,Dairy Name Unknown,,clampToGround,SUSANVILLE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001889,11/10/2019,-120.530185,RAFIQ,CA,36,40.354528,Dairy Name Unknown,Dairy,Dairy Name Unknown
37,-120.568951285773,40.3763572877587,Dairy Name Unknown,,clampToGround,SUSANVILLE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001890,11/10/2019,-120.568951,RAFIQ,CA,37,40.376357,Dairy Name Unknown,Dairy,Dairy Name Unknown
38,-117.540584972918,34.001109458135,Dairy Name Unknown,,clampToGround,MIRA LOMA,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001891,11/10/2019,-117.540585,RAFIQ,CA,38,34.001109,Dairy Name Unknown,Dairy,Dairy Name Unknown
39,-120.897873501961,37.8132425720871,Dairy Name Unknown,,clampToGround,OAKDALE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001893,11/10/2019,-120.897874,RAFIQ,CA,39,37.813243,Dairy Name Unknown,Dairy,Dairy Name Unknown
40,-122.156327621323,39.8496867153697,Dairy Name Unknown,,clampToGround,CORNING,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001894,11/10/2019,-122.156328,RAFIQ,CA,40,39.849687,Dairy Name Unknown,Dairy,Dairy Name Unknown
41,-122.241227653234,39.7491367882322,Dairy Name Unknown,,clampToGround,ORLAND,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001895,11/10/2019,-122.241228,RAFIQ,CA,41,39.749137,Dairy Name Unknown,Dairy,Dairy Name Unknown
42,-122.261367906604,39.7563077600951,Dairy Name Unknown,,clampToGround,ORLAND,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001896,11/10/2019,-122.261368,RAFIQ,CA,42,39.756308,Dairy Name Unknown,Dairy,Dairy Name Unknown
43,-122.047146009281,39.5811429353982,Dairy Name Unknown,,clampToGround,WILLOWS,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001898,11/10/2019,-122.047146,RAFIQ,CA,43,39.581143,Dairy Name Unknown,Dairy,Dairy Name Unknown
44,-122.014353626619,39.5837521717254,Dairy Name Unknown,,clampToGround,GLENN,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001899,11/10/2019,-122.014354,RAFIQ,CA,44,39.583752,Dairy Name Unknown,Dairy,Dairy Name Unknown
45,-121.266252263331,38.3379319128276,Dairy Name Unknown,,clampToGround,WILTON,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001900,11/10/2019,-121.266252,RAFIQ,CA,45,38.337932,Dairy Name Unknown,Dairy,Dairy Name Unknown
46,-121.157896362927,38.2336656668371,Dairy Name Unknown,,clampToGround,GALT,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001901,11/10/2019,-121.157896,RAFIQ,CA,46,38.233666,Dairy Name Unknown,Dairy,Dairy Name Unknown
47,-122.648630760001,38.3056961601498,Jones Family Dairy,,clampToGround,PENNGROVE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001902,11/10/2019,-122.648631,RAFIQ,CA,47,38.305696,Jones Family Dairy,Dairy,Jones Family Dairy
48,-122.641209916904,38.3159709873712,Dairy Name Unknown,,clampToGround,PENNGROVE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001903,11/10/2019,-122.64121,RAFIQ,CA,48,38.315971,Dairy Name Unknown,Dairy,Dairy Name Unknown
49,-123.702918207409,38.9471831511815,Stornetta Ranch,,clampToGround,MANCHESTER,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001904,11/10/2019,-123.702918,RAFIQ,CA,49,38.947183,Stornetta Ranch,Dairy,Stornetta Ranch
50,-123.689887221618,38.9327616201527,Dairy Name Unknown,,clampToGround,POINT ARENA,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001905,11/10/2019,-123.689887,RAFIQ,CA,50,38.932762,Dairy Name Unknown,Dairy,Dairy Name Unknown
51,-123.693339851153,38.9270489727319,Dairy Name Unknown,,clampToGround,POINT ARENA,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001906,11/10/2019,-123.69334,RAFIQ,CA,51,38.927049,Dairy Name Unknown,Dairy,Dairy Name Unknown
52,-122.610813275113,38.1817322927112,Dairy Name Unknown,,clampToGround,PETALUMA,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001907,11/10/2019,-122.610813,RAFIQ,CA,52,38.181732,Dairy Name Unknown,Dairy,Dairy Name Unknown
53,-120.528900241053,41.2375172692066,Dairy Name Unknown,,clampToGround,LIKELY,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001908,11/10/2019,-120.5289,RAFIQ,CA,53,41.237517,Dairy Name Unknown,Dairy,Dairy Name Unknown
54,-119.317295935859,35.903687386164,Dairy Name Unknown,,clampToGround,EARLIMART,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001759,11/10/2019,-119.317296,RAFIQ,CA,54,35.903687,Dairy Name Unknown,Dairy,Dairy Name Unknown
55,-119.353143645563,35.7636788193221,Dairy Name Unknown,,clampToGround,DELANO,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001760,11/10/2019,-119.353144,RAFIQ,CA,55,35.763679,Dairy Name Unknown,Dairy,Dairy Name Unknown
56,-119.562396567348,35.9445809085821,Dairy Name Unknown,,clampToGround,Alpaugh,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001763,11/10/2019,-119.562397,RAFIQ,CA,56,35.944581,Dairy Name Unknown,Dairy,Dairy Name Unknown
57,-119.497972654115,35.9947615499057,Dairy Name Unknown,,clampToGround,CORCORAN,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001767,11/10/2019,-119.497973,RAFIQ,CA,57,35.994762,Dairy Name Unknown,Dairy,Dairy Name Unknown
58,-119.433507215585,35.9385660448871,Dairy Name Unknown,,clampToGround,EARLIMART,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001768,11/10/2019,-119.433507,RAFIQ,CA,58,35.938566,Dairy Name Unknown,Dairy,Dairy Name Unknown
59,-119.551665690319,35.9444726212146,Circle H Dairy,,clampToGround,Alpaugh,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001771,11/10/2019,-119.551666,RAFIQ,CA,59,35.944473,Circle H Dairy,Dairy,Circle H Dairy
60,-119.570466317167,35.9390925161068,Dairy Name Unknown,,clampToGround,KETTLEMAN CITY,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001772,11/10/2019,-119.570466,RAFIQ,CA,60,35.939093,Dairy Name Unknown,Dairy,Dairy Name Unknown
61,-119.560789445576,36.1818680808473,Dairy Name Unknown,,clampToGround,HANFORD,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001776,11/10/2019,-119.560789,RAFIQ,CA,61,36.181868,Dairy Name Unknown,Dairy,Dairy Name Unknown
62,-119.69557291266,36.1644366987947,Rocking Horse Dairy,,clampToGround,Hanford,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001779,11/10/2019,-119.695573,RAFIQ,CA,62,36.164437,Rocking Horse Dairy,Dairy,Rocking Horse Dairy
63,-119.669562986643,36.163865656275,Dairy Name Unknown,,clampToGround,Corcoran,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001780,11/10/2019,-119.669563,RAFIQ,CA,63,36.163866,Dairy Name Unknown,Dairy,Dairy Name Unknown
64,-119.458337943341,36.165582676999,Dairy Name Unknown,,clampToGround,TULARE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001781,11/10/2019,-119.458338,RAFIQ,CA,64,36.165583,Dairy Name Unknown,Dairy,Dairy Name Unknown
65,-119.220844117662,36.1640121864133,Dairy Name Unknown,,clampToGround,STRATHMORE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001782,11/10/2019,-119.220844,RAFIQ,CA,65,36.164012,Dairy Name Unknown,Dairy,Dairy Name Unknown
66,-119.460279695651,36.2651299068198,Pacheco & Associates,,clampToGround,TULARE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001783,11/10/2019,-119.46028,RAFIQ,CA,66,36.26513,Pacheco &amp; Associates,Dairy,Pacheco &amp; Associates
67,-119.379605807362,36.2527934467602,Dairy Name Unknown,,clampToGround,TULARE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001784,11/10/2019,-119.379606,RAFIQ,CA,67,36.252793,Dairy Name Unknown,Dairy,Dairy Name Unknown
68,-119.483040854951,36.3180608152545,E & M Dairy,,clampToGround,HANFORD,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001785,11/10/2019,-119.483041,RAFIQ,CA,68,36.318061,E &amp; M Dairy,Dairy,E &amp; M Dairy
69,-119.297852469116,36.281672035636,Dairy Name Unknown,,clampToGround,VISALIA,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001786,11/10/2019,-119.297852,RAFIQ,CA,69,36.281672,Dairy Name Unknown,Dairy,Dairy Name Unknown
70,-119.741295368187,36.1709220068452,Dairy Name Unknown,,clampToGround,LEMOORE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001792,11/10/2019,-119.741295,RAFIQ,CA,70,36.170922,Dairy Name Unknown,Dairy,Dairy Name Unknown
71,-119.444156241717,36.3572009789421,Dairy Name Unknown,,clampToGround,VISALIA,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001793,11/10/2019,-119.444156,RAFIQ,CA,71,36.357201,Dairy Name Unknown,Dairy,Dairy Name Unknown
72,-119.709964884772,36.3367986136652,Dairy Name Unknown,,clampToGround,HANFORD,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001794,11/10/2019,-119.709965,RAFIQ,CA,72,36.336799,Dairy Name Unknown,Dairy,Dairy Name Unknown
73,-119.761324943791,36.336235930344,Dairy Name Unknown,,clampToGround,LEMOORE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001795,11/10/2019,-119.761325,RAFIQ,CA,73,36.336236,Dairy Name Unknown,Dairy,Dairy Name Unknown
74,-119.814468394401,36.3738450989722,Dairy Name Unknown,,clampToGround,LEMOORE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001796,11/10/2019,-119.814468,RAFIQ,CA,74,36.373845,Dairy Name Unknown,Dairy,Dairy Name Unknown
75,-119.764587122997,36.3554001144238,Dairy Name Unknown,,clampToGround,LEMOORE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001798,11/10/2019,-119.764587,RAFIQ,CA,75,36.3554,Dairy Name Unknown,Dairy,Dairy Name Unknown
76,-119.698675608792,36.376337025933,Dairy Name Unknown,,clampToGround,Hanford,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001799,11/10/2019,-119.698676,RAFIQ,CA,76,36.376337,Dairy Name Unknown,Dairy,Dairy Name Unknown
77,-119.435948985557,36.4172305582437,Rijlaarsdam Ranch,,clampToGround,Traver,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001800,11/10/2019,-119.435949,RAFIQ,CA,77,36.417231,Rijlaarsdam Ranch,Dairy,Rijlaarsdam Ranch
78,-119.498347156096,36.4327448357056,Dairy Name Unknown,,clampToGround,KINGSBURG,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001801,11/10/2019,-119.498347,RAFIQ,CA,78,36.432745,Dairy Name Unknown,Dairy,Dairy Name Unknown
79,-119.523662767722,35.9912221429876,Dairy Name Unknown,,clampToGround,CORCORAN,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001803,11/10/2019,-119.523663,RAFIQ,CA,79,35.991222,Dairy Name Unknown,Dairy,Dairy Name Unknown
80,-119.649571592655,36.4260000192855,Dairy Name Unknown,,clampToGround,LATON,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001804,11/10/2019,-119.649572,RAFIQ,CA,80,36.426,Dairy Name Unknown,Dairy,Dairy Name Unknown
81,-119.625476626345,36.5015409658429,Dairy Name Unknown,,clampToGround,SELMA,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001805,11/10/2019,-119.625477,RAFIQ,CA,81,36.501541,Dairy Name Unknown,Dairy,Dairy Name Unknown
82,-119.82895473957,36.490418926892,Dairy Name Unknown,,clampToGround,CARUTHERS,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001806,11/10/2019,-119.828955,RAFIQ,CA,82,36.490419,Dairy Name Unknown,Dairy,Dairy Name Unknown
83,-120.04495175472,36.4831424195871,VanderKooi Dairy,,clampToGround,Burrel,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF000271,11/10/2019,-120.044952,SJAPCD,CA,83,36.483142,VanderKooi Dairy,Dairy,VanderKooi Dairy
84,-120.057722527972,36.5850920821339,Lone Oak Farms 2,,clampToGround,HURON,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001809,11/10/2019,-120.057723,RAFIQ,CA,84,36.585092,Lone Oak Farms 2,Dairy,Lone Oak Farms 2
85,-120.245673461161,36.7375236903661,Dairy Name Unknown,,clampToGround,KERMAN,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001810,11/10/2019,-120.245673,RAFIQ,CA,85,36.737524,Dairy Name Unknown,Dairy,Dairy Name Unknown
86,-120.237861718743,36.7231935016788,Bar 20 Dairy Farms,,clampToGround,TRANQUILLITY,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001811,11/10/2019,-120.237862,RAFIQ,CA,86,36.723194,Bar 20 Dairy Farms,Dairy,Bar 20 Dairy Farms
87,-120.299444440708,37.0168543103782,Dairy Name Unknown,,clampToGround,CHOWCHILLA,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001814,11/10/2019,-120.299444,RAFIQ,CA,87,37.016854,Dairy Name Unknown,Dairy,Dairy Name Unknown
88,-120.250371321679,37.0496499539822,Dairy Name Unknown,,clampToGround,CHOWCHILLA,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001815,11/10/2019,-120.250371,RAFIQ,CA,88,37.04965,Dairy Name Unknown,Dairy,Dairy Name Unknown
89,-120.268016340382,37.0421642760605,Dairy Name Unknown,,clampToGround,CHOWCHILLA,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001816,11/10/2019,-120.268016,RAFIQ,CA,89,37.042164,Dairy Name Unknown,Dairy,Dairy Name Unknown
90,-120.195395711043,36.9501309988466,Dairy Name Unknown,,clampToGround,MADERA,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001817,11/10/2019,-120.195396,RAFIQ,CA,90,36.950131,Dairy Name Unknown,Dairy,Dairy Name Unknown
91,-120.014640228364,36.6531108562811,Dairy Name Unknown,,clampToGround,Fresno,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001818,11/10/2019,-120.01464,RAFIQ,CA,91,36.653111,Dairy Name Unknown,Dairy,Dairy Name Unknown
92,-120.537374746048,37.0836668472472,Dairy Name Unknown,,clampToGround,El Nido,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001819,11/10/2019,-120.537375,RAFIQ,CA,92,37.083667,Dairy Name Unknown,Dairy,Dairy Name Unknown
93,-120.42389178278,37.1183056702705,Dairy Name Unknown,,clampToGround,CHOWCHILLA,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001820,11/10/2019,-120.423892,RAFIQ,CA,93,37.118306,Dairy Name Unknown,Dairy,Dairy Name Unknown
94,-120.580790277749,37.198432438906,Favier Ranch,,clampToGround,MERCED,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001822,11/10/2019,-120.58079,RAFIQ,CA,94,37.198432,Favier Ranch,Dairy,Favier Ranch
95,-120.901962943235,37.3376261902965,Dairy Name Unknown,,clampToGround,STEVINSON,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001824,11/10/2019,-120.901963,RAFIQ,CA,95,37.337626,Dairy Name Unknown,Dairy,Dairy Name Unknown
96,-120.895447381092,37.3342902468974,Dairy Name Unknown,,clampToGround,STEVINSON,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001825,11/10/2019,-120.895447,RAFIQ,CA,96,37.33429,Dairy Name Unknown,Dairy,Dairy Name Unknown
97,-120.736041610432,37.097740228229,Dairy Name Unknown,,clampToGround,DOS PALOS,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001828,11/10/2019,-120.736042,RAFIQ,CA,97,37.09774,Dairy Name Unknown,Dairy,Dairy Name Unknown
98,-119.938814664365,36.4588221227428,Dairy Name Unknown,,clampToGround,RIVERDALE,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001829,11/10/2019,-119.938815,RAFIQ,CA,98,36.458822,Dairy Name Unknown,Dairy,Dairy Name Unknown
99,-120.150354873279,36.3973371795672,Tule River Ranch,,clampToGround,HURON,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001830,11/10/2019,-120.150355,RAFIQ,CA,99,36.397337,Tule River Ranch,Dairy,Tule River Ranch
100,-119.934958303083,36.106188572145,Dairy Name Unknown,,clampToGround,KETTLEMAN CITY,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001831,11/10/2019,-119.934958,RAFIQ,CA,100,36.106189,Dairy Name Unknown,Dairy,Dairy Name Unknown
101,-120.335879669411,37.2628685937107,Dairy Name Unknown,,clampToGround,LE GRAND,3A1 &amp; 3A2 Enteric Fermentation and Manure Management,DAF001862,11/10/2019,-120.33588,RAFIQ,CA,101,37.262869,Dairy Name Unknown,Dairy,Dairy Name Unknown
